Devices,Lane,PercentageCar,AverageDistance,TimeOccupy,Traffic,Speed,Time
51121311060001,11,21,2711,22,95.5,76.03664921465969,2019-09-28 07:43:15
51121311060001,31,21,2711,22,44.5,85.86516853932585,2019-09-28 07:43:15
51121311060001,11,21,2711,22,86.5,73.6820809248555,2019-09-28 06:43:15
51121311060001,31,21,2711,22,64.5,77.02325581395348,2019-09-28 06:43:15
51121311060001,11,21,2711,22,148.0,66.61486486486487,2019-09-28 06:38:35
51121311060001,31,21,2711,22,47.0,72.97872340425532,2019-09-28 06:38:35
51121311060001,11,21,2711,22,106.0,71.77358490566037,2019-09-28 06:34:13
51121311060001,31,21,2711,22,54.0,70.7962962962963,2019-09-28 06:34:13
51121311060001,11,21,2711,22,58.5,77.30769230769229,2019-09-28 06:28:08
51121311060001,31,21,2711,22,23.0,75.04347826086956,2019-09-28 06:28:08
51121311060001,11,21,2711,22,56.0,70.35714285714286,2019-09-28 06:23:36
51121311060001,31,21,2711,22,62.0,73.51612903225806,2019-09-28 06:23:36
51121311060001,11,21,2711,22,71.0,73.94366197183099,2019-09-28 06:18:56
51121311060001,31,21,2711,22,31.0,85.80645161290323,2019-09-28 06:18:56
51121311060001,11,21,2711,22,97.0,70.65979381443299,2019-09-28 06:13:16
51121311060001,31,21,2711,22,37.0,75.81081081081079,2019-09-28 06:13:16
51121311060001,11,21,2711,22,97.0,69.38144329896907,2019-09-28 06:08:07
51121311060001,31,21,2711,22,23.0,78.08695652173913,2019-09-28 06:08:07
51121311060001,11,21,2711,22,101.5,65.09852216748769,2019-09-28 06:03:16
51121311060001,31,21,2711,22,21.0,77.28571428571429,2019-09-28 06:03:16
51121311060001,11,21,2711,22,78.0,66.92307692307692,2019-09-28 05:58:25
51121311060001,31,21,2711,22,30.0,102.26666666666668,2019-09-28 05:58:25
51121311060001,11,21,2711,22,129.0,62.89147286821706,2019-09-28 05:53:36
51121311060001,31,21,2711,22,42.0,75.23809523809524,2019-09-28 05:53:36
51121311060001,11,21,2711,22,61.0,66.14754098360656,2019-09-28 05:48:26
51121311060001,31,21,2711,22,45.0,72.22222222222223,2019-09-28 05:48:26
51121311060001,11,21,2711,22,49.0,72.85714285714286,2019-09-28 05:43:13
51121311060001,31,21,2711,22,15.5,73.03225806451613,2019-09-28 05:43:13
51121311060001,31,21,2711,22,30.0,73.6,2019-09-28 05:38:16
51121311060001,11,21,2711,22,77.0,67.92207792207792,2019-09-28 05:38:16
51121311060001,11,21,2711,22,75.0,67.73333333333333,2019-09-28 05:33:16
51121311060001,31,21,2711,22,23.0,73.6086956521739,2019-09-28 05:33:16
51121311060001,11,21,2711,22,72.5,68.27586206896552,2019-09-28 05:28:35
51121311060001,31,21,2711,22,76.0,67.13157894736842,2019-09-28 05:28:35
51121311060001,11,21,2711,22,91.0,65.84615384615384,2019-09-28 05:24:04
51121311060001,31,21,2711,22,30.0,70.83333333333333,2019-09-28 05:24:04
51121311060001,11,21,2711,22,71.5,67.72727272727273,2019-09-28 05:18:46
51121311060001,31,21,2711,22,38.0,70.65789473684211,2019-09-28 05:18:46
51121311060001,11,21,2711,22,96.0,66.375,2019-09-28 05:13:35
51121311060001,31,21,2711,22,61.0,67.8688524590164,2019-09-28 05:13:35
51121311060001,11,21,2711,22,83.0,68.18072289156626,2019-09-28 05:08:36
51121311060001,31,21,2711,22,29.0,84.44827586206897,2019-09-28 05:08:36
51121311060001,11,21,2711,22,57.0,71.78947368421052,2019-09-28 05:03:16
51121311060001,31,21,2711,22,16.0,75.3125,2019-09-28 05:03:16
51121311060001,11,21,2711,22,90.0,65.47777777777777,2019-09-28 04:58:07
51121311060001,31,21,2711,22,40.0,74.05,2019-09-28 04:58:07
51121311060001,11,21,2711,22,59.0,66.67796610169492,2019-09-28 04:53:36
51121311060001,31,21,2711,22,44.0,70.86363636363636,2019-09-28 04:53:36
51121311060001,11,21,2711,22,36.5,72.05479452054793,2019-09-28 04:48:55
51121311060001,31,21,2711,22,46.0,90.17391304347828,2019-09-28 04:48:55
51121311060001,11,21,2711,22,47.0,65.76595744680851,2019-09-28 04:43:16
